분야,질문명,등록일,답변제목,답변등록일,댓글등록일,댓글등록자,댓글내용
고용지원(센터·지역·관리),수습기간 종료와 관련하여 질문 드립니다.,2021-11-05 16:11:50.0,의견,2021-11-06 15:59:32.0,2021-11-08 11:42:05.0,,"처음부터 정규직 고용을 한다면 수습기간을 정할 필요는 없겠지요.
이렇게 해도 해고, 저렇게 해도 해고 단순히 수습기간 임금 삭감만 가능하죠.

예전은 정규직으로 근로계약을 체결하면서 근로계약서에 수습기간을 표기만 하고 수습기간 부적합하여 정식 채용을 거부하는 사례가 많았습니다.

그래서 채용을 하기 위해 수습기간을 정한 기업들은 대부분 수습기간에 대한 기간제 근로계약서를 체결하는 경우가 늘었습니다.

수급기간이 있다면 취업규칙에 이런 규정을 명시하고 있지 않나 생각합니다."
고용서비스(센터·관리),조기재취업수당 관련 문의,2021-11-12 10:14:06.0,의견,2021-11-12 10:28:53.0,,,
고용서비스(센터·관리),조기재취업수당 관련 문의,2021-11-12 10:14:06.0,조기재취업수당 (자영업),2021-11-12 12:01:16.0,,,
고용서비스(센터·관리),조기재취업수당 관련 문의,2021-11-12 10:14:06.0,휴업상태 여부 검토 필요,2021-11-12 12:03:26.0,,,
고용서비스(센터·관리),조기재취업수당 관련 문의,2021-11-12 10:14:06.0,지출증빙자료 (스기 등 사용료),2021-11-12 14:58:25.0,,,
고용서비스(센터·관리),조기재취업수당 상용 일용 관련,2021-11-16 17:58:50.0,의견,2021-11-16 22:45:26.0,,,
고용서비스(센터·관리),조기재취업수당 상용 일용 관련,2021-11-16 17:58:50.0,"퇴사 1개월 내 10일이상 일용으로 근로하되, 매월 10일이상 계속 일해야 됩니다.",2021-11-19 15:48:17.0,2021-11-19 15:57:35.0,,"첨언하면, 상용 퇴직 후 바로 그 다음날 일용으로 일하지 않아도 되나, 상용퇴직 후 월력상 1개월 내 10일이상 매월 근로해야 됩니다. "
고용지원(센터·지역·관리),조기재취업수당 신청관련,2021-11-22 09:14:58.0,의견,2021-11-22 09:39:51.0,2021-11-22 13:32:55.0,,일용 후 상용 취업이 연속하여 이루어진 것으로 고민없이 지급하셔도 될 듯합니다.
고용지원(센터·지역·관리),조기재취업수당 신청관련,2021-11-22 09:14:58.0,가능합니다.,2021-11-22 13:56:38.0,,,
고용지원(센터·지역·관리),편의점이나 카페에서 휴게시간 문의드립니다.,2021-11-29 10:17:09.0,휴게시간...,2021-11-29 13:05:32.0,,,
고용지원(센터·지역·관리),편의점이나 카페에서 휴게시간 문의드립니다.,2021-11-29 10:17:09.0,답변입니다.,2021-11-29 13:08:32.0,,,
고용,실업급여 수급 도중 산재보험급여 수령,2021-12-09 11:40:01.0,의견,2021-12-09 11:57:18.0,2021-12-09 12:21:56.0,,9차시 실업급여를 지급하지 않았다면 9차 실업인정대상기간중 산재와 겹치는 날부터 수급연기하시면 될 것 같습니다. 따라서 산재 시작전일까지는 실업인정이 가능합니다
고용,실업급여 수급 도중 산재보험급여 수령,2021-12-09 11:40:01.0,의견,2021-12-09 16:22:59.0,,,
직업능력(센터·지역),내일배움카드 특수고용직 현금으로 돈 받은경우,2021-12-09 17:53:44.0,의견,2021-12-09 22:22:22.0,,,
직업능력(센터·지역),내일배움카드 특수고용직 현금으로 돈 받은경우,2021-12-09 17:53:44.0,손님한테 받는 팁 이외에 기본 캐디피 라는게 있습니다,2021-12-10 12:30:13.0,,,
고용지원(센터·지역·관리),고용유지조치기간 중 신규채용,2021-12-15 13:23:53.0,부지급함이 타당,2021-12-15 15:49:48.0,,,
직업능력(센터·지역),직업훈련 기관 출석 직권 입력 관련 문의,2021-12-30 15:27:49.0,훈련관련 자격시험은 공가 입니다. 출석은 잘못된 등록방법입니다.,2021-12-31 13:19:30.0,,,
고용,이직확인서 업무,2021-12-31 13:11:59.0,답변,2021-12-31 15:41:29.0,,,
직업능력(센터·지역),사업자등록증보유(태양광) 발급 문의,2022-01-13 09:45:25.0,내일배움제카드발급과 관련하여,2022-01-18 13:04:36.0,,,
고용지원(센터·지역·관리),부정수급 판단에 대한 여러분의 의견을 구합니다.,2022-01-14 10:28:34.0,의견,2022-01-15 17:17:15.0,2022-01-19 14:05:30.0,,"수급자격을 신청한 당일 근로를 하고 와서 신청을 했다는 것이고, 당일 근로하면서 본인과 맞지 않다고 하여 퇴사했습니다. 수급자격 신청일 당일 근로제공이 실업상태라고 말할 수는 없을 것 같습니다."
고용지원(센터·지역·관리),특고(노무제공자) 실업급여 신청,2022-01-18 16:06:16.0,특고는 이직확인서가 없습니다.,2022-01-19 14:04:43.0,,,
고용지원(센터·지역·관리),농경채 임대해서 소득이 있는 경우 실업인정,2022-01-18 16:42:10.0,의견,2022-01-18 19:39:00.0,,,
고용지원(센터·지역·관리),농경채 임대해서 소득이 있는 경우 실업인정,2022-01-18 16:42:10.0,의견,2022-01-19 09:02:33.0,,,
고용지원(센터·지역·관리),지역농협 전출관련 조기재취업수당,2022-01-19 16:57:31.0,의견,2022-01-19 17:11:42.0,,,
고용지원(센터·지역·관리),실업급여 수급자격신청사 접수시에 자활근로관련 오류,2022-01-20 17:46:58.0,의견,2022-01-20 22:01:05.0,,,
고용지원(센터·지역·관리),조기수당 65세이후 신청할 때 고용보험 가입 이력 조회,2022-02-03 14:13:47.0,의견,2022-02-03 14:20:19.0,2022-02-03 14:34:28.0,,"65세이후 취업해도 고용보험 취득신고 대상입니다. 실업급여 수급권이 없어 근로자 본인이 고용보험료는 납부하지 않지만  근로자로 채용되면 고용, 산재보험은 가입합니다.( 고용보험은 사업주의 직업능력개발과 고용안정부분의 보험료 부과)"
고용지원(센터·지역·관리),소송으로 육아휴직급여 지급지연에 따른 지연이자를 지급여부 문의,2022-02-07 20:12:42.0,의견,2022-02-08 10:59:40.0,2022-02-10 11:19:05.0,,감사합니다. 꾸벅꾸벅^-^
고용지원(센터·지역·관리),소송으로 육아휴직급여 지급지연에 따른 지연이자를 지급여부 문의,2022-02-07 20:12:42.0,의견,2022-02-08 11:50:29.0,2022-02-10 11:18:52.0,,감사합니다. 꾸벅꾸벅^-^
고용서비스(센터·관리),일학습병행 전담인력수당 부정수급 여부 관련 문의입니다.,2022-02-09 15:35:53.0,,,,,
고용지원(센터·지역·관리),조기재취업수당 관련 질문 올립니다.,2022-02-10 11:01:40.0,의견,2022-02-10 13:09:40.0,,,
고용지원(센터·지역·관리),조기재취업수당 관련 질문 올립니다.,2022-02-10 11:01:40.0,의견,2022-02-10 15:35:21.0,2022-02-25 10:46:31.0,,"행정처리는 지침에 근거해서 처리해야 하는게 우선 통일성을 기할 수 있고 담당자마다 판단이 달라지거나 하여 신청하는 지역 또는 센터에 따라 달리 처리된다면 안정성을 훼손할 수 있습니다. 지침의 대외적 효력 여부와는 무관하게 지침대로(계속근로의 단절 여부, 일용근로 1개월 10일 이상 여부) 처리하는 해야 한다고 보여지며 이 것에 대해서는 개별 이의 시 그에 따라 절차를 밟도록 하는 것이 명확한 처리방법이라고 생각됩니다"
고용지원(센터·지역·관리),조기재취업수당 관련 질문 올립니다.,2022-02-10 11:01:40.0,제 의견은 부지급하는 것이 타당하다고 생각됩니다.,2022-02-15 16:04:45.0,,,
직업능력(센터·지역),20.1.1. 이전에 내일배움카드 발급받은 사람에 대한 업무처리 관련,2022-02-10 15:01:08.0,20.1.1. 이전에 내일배움카드 발급받은 사람에 대한 업무처리 관련,2022-02-11 15:18:19.0,,,
고용지원(센터·지역·관리),한부모가족인지 문의드립니다.,2022-02-14 14:28:06.0,의견,2022-02-14 19:26:12.0,2022-02-15 09:08:09.0,,대단히 감사합니다. 꾸벅^-^
고용서비스(센터·관리),실업급여 수급(근로조건 저하),2022-02-14 14:47:43.0,의견,2022-02-14 19:28:25.0,,,
고용서비스(센터·관리),실업급여 수급(근로조건 저하),2022-02-14 14:47:43.0,의견입니다.,2022-02-15 08:04:44.0,,,
고용서비스(센터·관리),실업급여 수급(근로조건 저하),2022-02-14 14:47:43.0,근로조건 저하 수급자격 인정 여부,2022-03-23 15:14:22.0,,,
직업능력(센터·지역),내일배움카드 동일한 훈련과정 기준,2022-02-15 11:27:27.0,동일과정 판단기준입니다.,2022-02-15 15:52:09.0,,,
고용지원(센터·지역·관리),조기재취업수당 대상여부,2022-02-15 13:38:12.0,의견,2022-02-15 13:45:52.0,,,
고용지원(센터·지역·관리),조기재취업수당 대상여부,2022-02-15 13:38:12.0,공무원의 경우에도 임용권자를 보시고 판단하시면 됩니다.,2022-02-15 15:50:13.0,,,
고용,고용유지조치계획 미이행 시 지원금 산정 질문드립니다.,2022-02-18 14:41:05.0,의견,2022-02-18 15:28:17.0,,,
고용,고용유지조치계획 미이행 시 지원금 산정 질문드립니다.,2022-02-18 14:41:05.0,의견입니다.,2022-02-20 15:18:48.0,,,
고용지원(센터·지역·관리),이직확인서 산정 기준,2022-02-18 15:56:32.0,의견,2022-02-18 16:04:33.0,2022-02-21 08:29:14.0,,"1. 수급자격 판단은 마지막 이직사업장을 기준으로 판단합니다.
단, 이직사업장 이직사유가 수급자격 제한사유에 해당할 경우 피보험단위기간중 일용으로 90일 이상 이력이 존재하면 일용으로 수급이 가능합니다.

2. a가 자발적이고, b가 비자발적인 경우 수급이 가능한 부분은 a가 만65세 이후에 새로운 사업장에 취업을 하였는데 자발적으로 나온 경우 a의 이직일 다음날부터 12개월이 남아 있는 경우에 한하여 해당이 됩니다.
"
고용지원(센터·지역·관리),이직확인서 산정 기준,2022-02-18 15:56:32.0,답변입니다.,2022-02-20 15:22:26.0,2022-02-21 16:23:15.0,,상용+일용인경우 일용기한이 90일 미만인경우 상용의 마지막 이직사유를 본다는 조항을 아래 의견에 적어두신듯합니다. 그것외에도 1년6개월이내 고용보험기한이 180일 이상이 되어야 하는 부분이 충족되어야하기때문에 여러 사업장의 이직확인서등이 필요할 수 있습니다. 
고용지원(센터·지역·관리),이직확인서 산정 기준,2022-02-18 15:56:32.0,답변입니다.,2022-02-20 15:22:26.0,2022-02-21 16:21:31.0,,"a,b,c의 경우 다 합쳐야 180일이 되는경우에는 세개의 사업장의 이직확인서를 내기도 합니다. 
그리고, 수급산정기간을 연장해야하는겨우는 최대 4년까지 소급으로 진행되어 생각지도 못한 사업장의 이직확인서가 필요하기도 합니다.

실업급여 수급을 받을 수 있는기한1년 그리고 최대 연장가능기한 3년 최대4년간 연장이 가능하여 생각지도 못한 사업장에서 이직확인서를 제출해 달라고 요구하게 되는데 폐업되고 하는경우가 있어 기존에는 근로복지공단에서 확인청구로 진행했으나, 아마도 현재는 그럴경우는 이직확인서 직권처리등 하실겁니다. "
고용서비스(센터·관리),워크넷 인쇄 오류 관련,2022-02-22 14:17:45.0,의견,2022-02-22 14:54:38.0,,,
직업능력(센터·지역),검정고시 합격한 18세(만 17세) 내일배움카드 발급 가능 여부 문의드립니다.,2022-02-24 10:47:49.0,의견입니다.,2022-02-24 11:12:03.0,,,
직업능력(센터·지역),계좌강제종료된 상태에서의 처리 방법,2022-02-25 18:46:12.0,"전산이 수정가능하면 진행하시고, 안되면 다시 접수하면 되지 않을까요.",2022-03-30 09:39:57.0,,,
고용서비스(센터·관리),조기재취업수당 해당여부,2022-03-03 15:29:41.0,불가능하지는 않습니다.,2022-03-03 16:07:39.0,2022-03-03 16:24:46.0,,"다만, 조기재취업수당을 받기 위한 행위가 좀 그러네요. 뭐 이건 어쩔수 없는 행위라서..."
고용,실업급여 인정유무,2022-03-04 12:58:23.0,의견,2022-03-04 13:19:55.0,,,
고용,실업급여 인정유무,2022-03-04 12:58:23.0,구직급여,2022-03-15 15:25:10.0,,,
고용서비스(센터·관리),서민금융진흥원-신용.부채관리사업 컨설턴트 계약자..실업인정여부에 관한 문의,2022-03-04 13:53:45.0,의견,2022-03-04 14:32:22.0,,,
고용서비스(센터·관리),취업 후 사업자도 등록된 경우 경우 조기재취업수당 지급여부,2022-03-05 11:46:25.0,의견,2022-03-05 13:19:24.0,,,
직업능력(센터·지역),영농회 고유번호증 소지자의 카드 발급 가능여부,2022-03-10 16:02:58.0,답변,2022-03-10 21:37:16.0,,,
직업능력(센터·지역),영농회 고유번호증 소지자의 카드 발급 가능여부,2022-03-10 16:02:58.0,영농회 대표라,2022-03-11 10:31:53.0,2022-03-11 12:31:49.0,,음...일단 제가 보기에는 약 30만원 정도의 수당이 지급이 되고 있어서 카드발급은 어렵지 않을까 싶어요....무보수 및 인사권과 대표권이 없다면 가능하겠지만 소액이지만 보수가 있어서 카드발급 미대상자 인거 같아요....
고용서비스(센터·관리),이주비 지급여부,2022-03-14 22:49:55.0,의견,2022-03-15 09:08:13.0,,,
고용서비스(센터·관리),이주비 지급여부,2022-03-14 22:49:55.0,의견,2022-03-15 09:43:46.0,2022-03-15 09:51:09.0,,"고용보험법 시행령 제90조(이주비) 2. 해당 수급자격자를 고용하는 사업주로부터 주거의 이전에 드는 비용이 지급되지 아니하거나 지급되더라도 그 금액이 이주비에 미달할 것 라고 규정하고 있습니다.
따라서 이주비지원은 사업주가 지급을 하지 않거나 미달한 경우 지원을 하는 제도입니다. "
고용지원(센터·지역·관리),실업급여 수급 도중에 소득이 있는 경우,2022-03-15 09:03:48.0,의견,2022-03-15 09:09:19.0,,,
고용지원(센터·지역·관리),실업급여 수급 도중에 소득이 있는 경우,2022-03-15 09:03:48.0,구직급여 지급,2022-03-15 15:00:22.0,,,
고용서비스(센터·관리),조기재취업수당 관련,2022-03-28 11:05:19.0,조기재취업수당,2022-03-28 11:16:51.0,,,
고용서비스(센터·관리),조기재취업수당 관련,2022-03-28 11:05:19.0,가능합니다.,2022-03-28 14:34:43.0,,,
직업능력(센터·지역),고유번호증 관련,2022-03-29 14:32:35.0,배일배움카드,2022-03-29 20:21:18.0,2022-03-30 19:52:30.0,,"전화하여 그 내용이 맞는지 확인하면 되지 않을까요?
그 내용이 맞다면 근로자로 처리하심이..............."
직업능력(센터·지역),코로나 학번 적용 대상 관련 문의,2022-03-29 15:40:05.0,,,,,
직업능력(센터·지역),훈련장려금 관련 문의,2022-03-31 17:57:56.0,무급휴직자 관련,2022-04-01 12:53:23.0,,,
고용서비스(센터·관리),고용보험법 위반 과태료 관련 질의드립니다.,2022-04-04 09:28:18.0,의견,2022-04-04 11:16:54.0,,,
고용,(급)1일 소정 근로시간 문의드립니다.,2022-04-19 15:48:12.0,의견,2022-04-19 16:58:35.0,,,
고용지원(센터·지역·관리),H2 비자 실업급여,2022-04-19 17:47:12.0,의견,2022-04-20 08:40:32.0,,,
고용지원(센터·지역·관리),H2 비자 실업급여,2022-04-19 17:47:12.0,H2 구직신청 기준,2022-04-20 10:28:07.0,2022-04-22 10:35:06.0,,다우리 왼쪽하단 - 고용업무 노하우 - 외국인 체류자격별 직업소개란에 평택고용센터 서수경 선생님이 올리신 자료에 2021.12.8일자로 반영된 외국인 구직자에 대한 온라인 구직신청 제한 내용 참고하시면 될듯 합니다
고용지원(센터·지역·관리),H2 비자 실업급여,2022-04-19 17:47:12.0,H2 구직신청 기준,2022-04-20 10:28:07.0,2022-04-20 10:38:00.0,,"(정정)2.구직등록은 워크넷과 EPS 모두 해야 하고, 외국인의 경우 구직등록은 온라인신청은 불가하여, 창구 접수만 가능하다고 합니다.  "
고용지원(센터·지역·관리),H2 비자 실업급여,2022-04-19 17:47:12.0,실업급여,2022-04-20 19:01:18.0,,,
고용지원(센터·지역·관리),보건소 사업자등록 실업급여,2022-04-20 09:38:13.0,약칭: 농어촌의료법에 근거하고 있습니다.,2022-04-20 14:47:06.0,,,
고용지원(센터·지역·관리),피의자가 2개 사업장 운영시 지문번호 2개 여부문의,2022-04-20 14:54:52.0,의견,2022-04-21 07:34:37.0,,,
고용서비스(센터·관리),실업인정 착오변경 관련 구직활동,2022-04-25 16:57:41.0,1회 착오로 인한 실업인정 시 구직활동 횟수에 대하여,2022-04-27 13:05:48.0,,,
고용지원(센터·지역·관리),고령자 고용장려금 중복지급 문의,2022-04-28 10:51:05.0,,,,,
고용,코로나로 인하여 자진퇴사 한 경우 수급자격 판단 여부,2022-04-29 11:32:47.0,의견,2022-04-30 21:39:14.0,,,
직업능력(센터·지역),훈련기관 출석인정 승인관련,2022-05-10 09:18:11.0,의견,2022-05-10 09:44:41.0,,,
청년고용(센터·지역·관리),최저임금 관련 문의드립니다,2022-05-10 13:32:52.0,의견,2022-05-10 14:07:31.0,2022-05-10 14:36:29.0,,공감
직업능력(센터·지역),국민내일배움카드 발급요건-법인사업자 소득판단기준,2022-05-11 09:02:29.0,을설이 타당한 것으로 판단됩니다.,2022-05-11 09:44:51.0,,,
직업능력(센터·지역),정부행정기관 또는 지방자치단체로부터 훈련비를 지원받는 훈련 관련 질문이요,2022-05-12 10:10:44.0,,,,,
직업능력(센터·지역),고용보험 피보험자(재직자)의 포함 범위,2022-05-17 09:30:43.0,,,,,
고용지원(센터·지역·관리),특별고용촉진장려금의 정규직전환시 추가지급(360만원)의 전환시기 조건에 대해 궁금합니다.,2022-05-25 10:16:29.0,고용안정 커뮤니티에 답이 있습니다.,2022-05-25 14:36:32.0,2022-05-25 15:31:15.0,,"다우리포털에서' 소통지원' -> '비업무커뮤니티' -> '커뮤니티 검색'에서 '고용안정'으로 검색하시면 됩니다. '고용안정'말고도 '고용유지', '청년일자리', '고령자' 등으로 검색하시면 해당 장려금 관련 커뮤니티를 찾을 수 있습니다."
고용지원(센터·지역·관리),특별고용촉진장려금의 정규직전환시 추가지급(360만원)의 전환시기 조건에 대해 궁금합니다.,2022-05-25 10:16:29.0,고용안정 커뮤니티에 답이 있습니다.,2022-05-25 14:36:32.0,2022-05-25 14:51:46.0,,"답변 감사드립니다! 상기와 같은 케이스는 그러면 지급대상이겠네요.
그리고 저 캡쳐해주신 커뮤니티 저도 가입가능하다면 가입하고 싶은데.. 커뮤니티 검색에서는 가입하는 방법을 알 수가 없네요ㅠ 어떻게 가입해야할까요?"
고용지원(센터·지역·관리),일자리함께하기-근로시간조기단축 지원 시 잔여지원기간이 2개월인 경우 처리방법,2022-06-16 14:10:07.0,지원 기간이 정말 2개월 남았는지 확인해 보실 필요가 있는 것으로 보입니다.,2022-06-16 15:58:00.0,2022-06-16 16:10:57.0,,감사합니다. 다시 확인해 보도록 하겠습니다
고용,휴직 기간 중 예외적으로 허용되는 교육 있을까요,2022-07-22 11:02:08.0,,,,,
고용,조기재취업수당 조건 중에 1년 재직,2022-08-05 17:26:21.0,의견,2022-08-07 03:53:09.0,,,
고용지원(센터·지역·관리),조기재취업수당 질의,2022-08-10 10:21:46.0,의견,2022-08-10 11:18:17.0,,,
고용,실업급여 수급 중 가족이 운영하는 업체에서 무급으로 수습근무한 것에 대한 부정수급 처분 여부,2022-08-10 10:56:44.0,의견,2022-08-10 11:17:37.0,,,
고용,실업급여 수급 중 가족이 운영하는 업체에서 무급으로 수습근무한 것에 대한 부정수급 처분 여부,2022-08-10 10:56:44.0,의견,2022-08-10 11:33:32.0,2022-08-10 12:25:26.0,,이 의견에 전적으로 동의합니다.
고용지원(센터·지역·관리),조기재취업수당 동거친족(배우자)의 회사에 재취업한 경우,2022-08-11 10:09:34.0,"우리일이 늘 그렇듯이 예외적 사항은 존재하지만,",2022-08-12 14:41:21.0,2022-08-12 14:44:34.0,,다른 것도 아니고 배우자 사업장이면 ......
고용지원(센터·지역·관리),청년채용특별장려금과 일자리 함께하기의 상호조정 대상 여부,2022-08-12 15:05:33.0,조정대상에 해당합니다.,2022-08-16 09:31:53.0,2022-08-16 11:32:18.0,,답변 감사합니다. 아직까지는 많이 어렵군요...
고용지원(센터·지역·관리),육아기단축 중 사업장이 근로자의 동의없이 출퇴근시간 변경이 가능한가요?,2022-08-26 11:20:55.0,남녀고용평등법 위반 사항입니다.,2022-08-26 15:58:20.0,,,
고용지원(센터·지역·관리),조기재취업수당/ 일용으로 취업한 후 재실업 신고하여 1/2시점이 지나 재취업한 경우,2022-08-29 10:09:11.0,의견,2022-08-29 11:21:34.0,2022-08-29 11:56:17.0,,"답변 감사합니다. 우선 해당지침에 근로일 수 관련하여 기준에 충족합니다.
다만
일용근로 후 재실업신고를 하여 상용취업일 전날까지 실업급여를 지급 받았는데,  그것과는 무관한지 여쭤보고 싶습니다"
고용지원(센터·지역·관리),조기재취업수당/ 일용으로 취업한 후 재실업 신고하여 1/2시점이 지나 재취업한 경우,2022-08-29 10:09:11.0,의견,2022-08-29 11:42:20.0,,,
고용지원(센터·지역·관리),조기재취업수당/ 일용으로 취업한 후 재실업 신고하여 1/2시점이 지나 재취업한 경우,2022-08-29 10:09:11.0,조기재취업수당 지급 조건,2022-08-29 13:53:56.0,,,
고용지원(센터·지역·관리),조기재취업수당/ 일용으로 취업한 후 재실업 신고하여 1/2시점이 지나 재취업한 경우,2022-08-29 10:09:11.0,의견,2022-08-29 16:56:58.0,,,
고용지원(센터·지역·관리),조기재취업수당/ 일용으로 취업한 후 재실업 신고하여 1/2시점이 지나 재취업한 경우,2022-08-29 10:09:11.0,갑설이 맞다고 봅니다.,2023-03-14 20:53:45.0,,,
고용지원(센터·지역·관리),조기재취업수당 관련,2022-08-29 11:08:26.0,"작년에 나온 해석 변경, 지침 파일입니다.",2022-08-29 11:11:35.0,,,
고용지원(센터·지역·관리),조기재취업수당 관련,2022-08-29 11:08:26.0,의견,2022-08-29 12:43:38.0,,,
고용지원(센터·지역·관리),조기재취업수당 관련,2022-08-29 11:08:26.0,조기재취업수당 계속 고용 여부 판단 기준,2022-08-29 14:08:51.0,,,
청년고용(센터·지역·관리),관련 사업주 문의 드립니다.,2022-09-19 17:34:03.0,의견,2022-09-20 08:11:01.0,,,
고용,"거주지 관할?(출산, 육아)",2022-10-21 09:57:12.0,거주지 관할,2022-10-24 15:30:26.0,,,
고용,출산전후휴가 대체인력 문의(육아휴직->출산전후휴가),2022-10-26 09:34:00.0,답을 찾았습니다. 감사합니다.,2022-10-27 15:42:41.0,,,
고용지원(센터·지역·관리),근로자성을 인정받은 의료법인 행정원장의 기간제법 예외사유 해당 여부,2022-10-28 14:01:32.0,의견,2022-10-29 15:56:42.0,,,
고용지원(센터·지역·관리),근로자성을 인정받은 의료법인 행정원장의 기간제법 예외사유 해당 여부,2022-10-28 14:01:32.0,의견,2022-10-31 14:39:19.0,2022-11-03 17:04:00.0,,"예전에 잠시 실업급여를 한적은 있어서 특별법을 적용받는 기간제는 실업급여요건에 충족되어도 실업급여대상이 안된다는 말씀이신지요?
정교수님이 아닌 교수님들도 임기제이며 대기업임원들도 임기제 3년씩 기간제이긴 합니다. 게다가 임기제공무원인경우도(이건 입사후3개월이내에 동의후 가입이 가능하긴하지만) 3년~ 5년까지도 기간제근로가 가능합니다. 
게다가 한시적근로자인경우도 다른법을 일반 기간제법을 적용받지 않는다고 알고 있습니다. 산불감시원의 같은경우인데요 하지만 실상 산불감시원은 쉴때는 실업급여를 수급을 거의 하고 있는 실정입니다.

거기까지 확인을 해야하는것인지요? "
고용서비스(센터·관리),조기재취업수당. 최종이직사업장에 공동대표로 동업하는 경우,2022-10-31 09:56:12.0,의견,2022-10-31 14:24:30.0,,,
고용서비스(센터·관리),[조기]실업급여 수급중 특고 취업자에 대한 조기재취업수당 적용,2022-11-07 13:10:47.0,특고 취업자 조기수당 판단(제 사견),2022-11-08 08:33:59.0,2022-11-08 09:19:37.0,,"사견도 감사하네요. 
"
고용지원(센터·지역·관리),청내공) 고용승계 시 인적승계 시기가 상이한 경우 승계여부,2022-11-14 13:53:56.0,의견,2022-11-15 10:10:51.0,,,
고용지원(센터·지역·관리),수급자격 관련 부정수급 문의(상용직 퇴사자의 수급자격 신청 전 일용직 근무),2022-11-18 10:55:09.0,의견,2022-11-18 11:05:36.0,2022-11-18 15:47:47.0,,수급신청 당일포함 일용 근로사실이 있음으로 수급자격신청 원천부정으로 처분하는 게  맞습냐다.
고용지원(센터·지역·관리),수급자격 관련 부정수급 문의(상용직 퇴사자의 수급자격 신청 전 일용직 근무),2022-11-18 10:55:09.0,의견,2022-11-18 13:26:07.0,,,
노동시장(센터·지역),[조기수당] 1/2 시점에 해당하는 당일 근로신고가 접수된 경우 취업일로 잡을수 있는지 여부,2022-11-21 15:38:35.0,의견,2022-11-21 16:50:45.0,2022-11-22 08:39:49.0,,"실업인정일이 2022.10.31.자로 되어 있어 취업사실 신고일을 10. 30일자로 할 수 없는것 같습니다. 한고원에 2022.10.31. >> 10.30일자로 변경을 하게 될 경우 취업일로 하면 되는데 안돼게 전산개발을 했다면 어떤 의도가 있을것 같은데 어떤 근거로 그렇게 개발을 했는지 저도 궁금합니다. 만약, 단순하게 실업인정대상기간이 31일까지 인정을 받았기에 취업일은 다음날이 될 수 밖에 없다는 논리라면 쫌 이상한 부분입니다."
노동시장(센터·지역),[조기수당] 1/2 시점에 해당하는 당일 근로신고가 접수된 경우 취업일로 잡을수 있는지 여부,2022-11-21 15:38:35.0,의견,2022-11-21 16:50:45.0,2022-11-21 16:54:40.0,,"저도 같은 생각인데, 근로신고로 마지막 처리된 실업인정일이 2022.10.31.인지라, 전산시스템이 10.30.을 취업일로 먹히지 않는 것으로 압니다.

한고원 통해 정정 요청을 해야할 듯 싶습니다.
답변 감사합니다."
고용서비스(센터·관리),실업급여 수급자격 관련,2022-11-24 10:45:52.0,의견,2022-11-24 13:55:52.0,,,
통합고용(센터·지역·근로),육아휴직 기산일은 언제인지 문의드립니다.,2022-11-25 17:48:25.0,의견,2022-11-28 07:52:47.0,,,
고용서비스(센터·관리),조기재취업수당- 고용기간 단절이 발생하였으나 채용이 예정되어 있던 경우,2022-11-28 10:55:54.0,,,,,
고용서비스(센터·관리),"실업급여수급 중, 대출로 인해 형식적으로 사업자등록한 경우 부정수급 여부",2022-11-30 09:04:30.0,의견,2022-11-30 10:23:52.0,2022-12-01 17:37:46.0,,전 규정대로 ~!!!
고용서비스(센터·관리),"실업급여수급 중, 대출로 인해 형식적으로 사업자등록한 경우 부정수급 여부",2022-11-30 09:04:30.0,의견,2022-11-30 10:23:52.0,2022-11-30 15:19:50.0,,형식적 사업자등록에 대한 입증책임은 수급자 본인에게 있기에 최소 계좌내역이라도 확인한 후 진행해야한다고 봅니다. 
고용서비스(센터·관리),"실업급여수급 중, 대출로 인해 형식적으로 사업자등록한 경우 부정수급 여부",2022-11-30 09:04:30.0,의견,2022-11-30 10:23:52.0,2022-11-30 13:16:25.0,,"댓글에 대한 대댓글
사업자등록을 소지하고 있다는건 실업자로 분류되지 않는건 맞습니다. 언제 사업을 하겠지요. 그러나 사안은 대출을 받기 위한 형식에 불가하고 이런 경우는 사실관계를 확인하여 실제 사업(대여 포함)을 하지 않거나 그에 따른 소득이 발생하지 않는선에서 인정할 수 있습니다."
고용지원(센터·지역·관리),한 사업주가 여러개 사업을 운영하며 고용유지 지원금 신청할때,2022-12-13 10:57:50.0,근로계약상 소정근로시간과 담당업무를 살펴봐야 할것 같습니다.,2022-12-13 13:41:08.0,2022-12-13 17:22:10.0,,답변 감사합니다. 많은 도움이 되었습니다. 
고용서비스(센터·관리),[조기] 근로자에서 사업주로 변경된 경우 고용연속성을 인정할 수 있는지 여부,2022-12-14 10:35:10.0,질의회시로 첨부합니다.,2022-12-14 18:01:00.0,2022-12-15 11:08:25.0,,답변에 질의회시 자료까지  감사합니다.
고용서비스(센터·관리),노무제공자(캐디) 월보수액 산정 관련,2022-12-27 13:03:17.0,"골프장캐디은 월보수액 2,699,994원 이라고 하네요",2022-12-27 13:32:56.0,,,
고용서비스(센터·관리),[조기]노무제공자등에 대한 조기재취업수당 적용여부가 쉽지 않네요.,2022-12-27 13:40:44.0,,,,,
고용,2023년 국민취업지원 안내문 참고해 보시기 바랍니다.,2022-12-30 13:52:31.0,,,,,
