분야,질문명,등록일,답변제목,답변등록일,댓글등록일,댓글등록자,댓글내용
신고사건(감독),혐의없음 송치예정 고소사건에 대해 피의자신문조서 작성의무 유무,2024-01-24 14:47:46.0,답변드립니다.,2024-01-24 15:30:02.0,2024-01-24 16:55:08.0,,검찰사건사무규칙 115조3항5호 '가'규정에 의거 각하 사유이기 때문에 각하하는 것이 맞다고 생각합니다. 
신고사건(감독),혐의없음 송치예정 고소사건에 대해 피의자신문조서 작성의무 유무,2024-01-24 14:47:46.0,답변드립니다.,2024-01-24 15:30:02.0,2024-01-24 15:59:07.0,,아래 댓글 답변에 동의합니다
신고사건(감독),혐의없음 송치예정 고소사건에 대해 피의자신문조서 작성의무 유무,2024-01-24 14:47:46.0,답변드립니다.,2024-01-24 15:30:02.0,2024-01-24 15:40:18.0,,"ㅁ 답변 빌려 의견 남깁니다.
 ㅇ 진정사건에서 내사종결하였는데, 진정인(고소인)이 고소장을 제출하였다면, 고소인에게 ""진정 사건에서 진술한 것외에 추가할 진술 내용이 있는지"" 확인합니다.

 ㅇ 추가로 진술 또는 주장할 부분이 있다면, 고소인을 출석하게 하여 진술을 청취합니다.

 ㅇ 이후, 진정사건의 기록(진정서, 당사자 진술)을 정리하여, 검사에게 수사지휘 건의를 올립니다.
  - 지휘건의의 주된 내용은 ""이전에 ~~이라 주장하여, 내사를 진행하였으나 혐의가 없어서 내사종결하였고, 고소장 접수되어 ~~을 추가 확인하였으나 피의자가 법을 위반한 것이 없으므로 '불기소'의견으로 송치하고자 함""

ㅇ 건의 올려보시고, 검사가 ""피의자 또는 사업주 측 불러서 진술은 청취해라""라는 취지로 수사지휘 내리면 그때, 검사 핑계대면서 ""검사님이 피의자 조사하라 하니, 직접 출석하십시오""라고 하시면 될 듯 합니다.

ㅇ 고소인의 진술만으로도 법위반 사실이 없으면, 굳이 피의자 신문을 진행하지 않으셔도 됩니다.

*댓글 등록 후에 오탈자 수정하였더니, 제 댓글이 위로 올라왔네요... "
신고사건(감독),혐의없음 송치예정 고소사건에 대해 피의자신문조서 작성의무 유무,2024-01-24 14:47:46.0,혹시나 해서 사족으로 말씀드립니다.,2024-01-25 14:27:14.0,,,
감독,부당해고구제신청 및 해고예고 진정 사건이 동시에 진행중인 경우,2024-01-25 10:44:55.0,의견,2024-01-25 11:00:34.0,,,
감독,부당해고구제신청 및 해고예고 진정 사건이 동시에 진행중인 경우,2024-01-25 10:44:55.0,혹시나 해서 사족으로 말씀드립니다.,2024-01-25 11:10:17.0,,,
감독,부당해고구제신청 및 해고예고 진정 사건이 동시에 진행중인 경우,2024-01-25 10:44:55.0,"지노위와 노동청은 업무의 성격이 다르므로, 구제신청과 진정서를 별도로 관련 규정에 따라 처리하시기를 권해드립니다.",2024-01-25 11:11:52.0,,,
감독,부당해고구제신청 및 해고예고 진정 사건이 동시에 진행중인 경우,2024-01-25 10:44:55.0,참고,2024-01-25 14:15:46.0,,,
사업장감독(감독),사업장 근로감독 중 범죄인지 시 체불 임금등 사업주 확인서 발급 가능 여부,2024-01-25 15:37:34.0,의견,2024-01-25 17:11:38.0,,,
사업장감독(감독),사업장 근로감독 중 범죄인지 시 체불 임금등 사업주 확인서 발급 가능 여부,2024-01-25 15:37:34.0,체불확인서 발급이 가능하겠고 적극행정이라는 의견입니다.,2024-01-25 19:57:37.0,,,
사업장감독(감독),사업장 근로감독 중 범죄인지 시 체불 임금등 사업주 확인서 발급 가능 여부,2024-01-25 15:37:34.0,근로자가 신고 없이 확인서 발급을 요청할 경우 '소송 제기용'으로 발급을 권해드립니다.,2024-01-26 11:09:29.0,,,
신고사건(감독),양 당사자가 주장하는 근로조건이 상이한 경우(근로계약서x),2024-01-26 07:59:30.0,개별 의견이므로 참고만 하세요,2024-01-26 09:07:47.0,,,
신고사건(감독),양 당사자가 주장하는 근로조건이 상이한 경우(근로계약서x),2024-01-26 07:59:30.0,개인의견입니다.,2024-01-26 13:47:48.0,,,
신고사건(감독),위약 예정의 금지 저촉 여부,2024-01-27 17:59:21.0,의견,2024-01-27 20:25:10.0,2024-01-29 08:09:33.0,,답변 의견에 동의합니다!!!
신고사건(감독),건설현장 근로기준법 위반 책임 주체,2024-01-27 18:15:07.0,의견,2024-01-27 20:34:19.0,,,
신고사건(감독),동거친족(배우자) 연차수당,2024-01-29 10:38:47.0,개별 의견이므로 참고만 하세요,2024-01-29 14:16:24.0,2024-01-29 14:29:08.0,,"답변주신대로, 설명을 했습니다.
근로복지공단도 근로자성을 확인하셨을 것이고, 기준은 경제공동체였을것 같습니다. 직무에 따른 근로자성보다는 그러하셨을것 같았고, 사회복지사 이시지만, 조금은 다른 근로자보다 출퇴근이 자유롭지 않을까 생각하여 확답하지 않고 설명하였습니다. 감사합니다. "
신고사건(감독),동거친족(배우자) 연차수당,2024-01-29 10:38:47.0,개별 의견이므로 참고만 하세요,2024-01-29 14:16:24.0,2024-01-29 14:22:37.0,,"참고로, 저희 관내에 대형식당이 있는데 그 사업장의 경우 배우자, 아들, 며느리,딸 등이 모두 동거의 친족인데 각자 분담(배우자와 아들은 주방, 며느리는 카운터 등등)하여 식당업무에 관여하고 있으며, 4대보험 등에 모두 가입되어 있고, 급여명세서상에도 근로자로 등재되어 있습니다. 

언젠가는 분가하겠지만 현 상황만 보면 동거의 친족들과 일반근로자 수십명이 함께 일하고 있는 사업장이지만 표면상으로는 그러한 동거의 친족들도 막연히 근로자로 등재되어 4대보험 및 퇴직연금 등 일반근로자와 동일하게 적용하고 있는데요......

저희가 적극적으로 나서 이런 분들은 근기법상 근로자가 아니라고 하지는 않으니까 앞서 제 답변과는 조금은 괴리된 점은 있어 보입니다.
"
신고사건(감독),피의자의 얼굴을 모르는 경우에도 체포영장 발부가 가능한가요?,2024-01-29 11:18:21.0,답변,2024-01-29 11:27:46.0,,,
신고사건(감독),피의자의 얼굴을 모르는 경우에도 체포영장 발부가 가능한가요?,2024-01-29 11:18:21.0,개인별 주민등록 화상사진 송부 의뢰 문서를 알려드립니다.,2024-01-29 12:11:48.0,,,
신고사건(감독),피의자의 얼굴을 모르는 경우에도 체포영장 발부가 가능한가요?,2024-01-29 11:18:21.0,개인의견입니다.,2024-01-29 13:02:38.0,,,
신고사건(감독),특수형태근로종사자를 회사에서 근로자성을 인정하는 경우는 어떻게 하나요?,2024-01-29 11:20:08.0,개별 의견이므로 참고만 하세요,2024-01-29 12:50:55.0,2024-01-29 13:01:36.0,,"의견을 하나 덧붙이겠습니다.

특수형태종사자의 경우도, 근로자와 사용자가 합의에 의해서 퇴직금제도를 둔 경우도 많습니다. 보험설계사의경우 사칙등을 정해서 사용주:근로자 1:1로 적립하는경우를 보았습니다. 퇴직금때문에 근로자성을 인정한다?는 아닌것같습니다. "
신고사건(감독),특수형태근로종사자를 회사에서 근로자성을 인정하는 경우는 어떻게 하나요?,2024-01-29 11:20:08.0,개인의견입니다.,2024-01-29 13:36:01.0,,,
신고사건(감독),정보공개 청구인,2024-01-29 14:53:54.0,개별 의견이므로 참고만 하세요,2024-01-29 15:30:39.0,,,
신고사건(감독),정보공개 청구인,2024-01-29 14:53:54.0,개인의견입니다.,2024-01-30 09:41:12.0,,,
신고사건(감독),"건산법 위반 사업장 통보 시, 폐업 사업장도 통보하여야 하나요?",2024-01-29 19:25:14.0,개별 의견이므로 참고만 하세요,2024-01-30 06:26:18.0,,,
신고사건(감독),"건산법 위반 사업장 통보 시, 폐업 사업장도 통보하여야 하나요?",2024-01-29 19:25:14.0,개인의견입니다.,2024-01-30 10:06:35.0,,,
감독,피진정인의 인적사항 확보 관련,2024-01-30 09:00:28.0,의견,2024-01-30 09:07:33.0,,,
감독,피진정인의 인적사항 확보 관련,2024-01-30 09:00:28.0,개인의견입니다.,2024-01-30 09:32:45.0,,,
감독,피진정인의 인적사항 확보 관련,2024-01-30 09:00:28.0,답변,2024-01-30 10:37:49.0,,,
신고사건(감독),직장 내 괴롭힘 신고자가 조사과정에서 진정요지를 계속 추가하며 사건종결하지 못하도록 하는 경우,2024-01-30 10:52:32.0,의견,2024-01-30 13:16:32.0,,,
신고사건(감독),직장 내 괴롭힘 신고자가 조사과정에서 진정요지를 계속 추가하며 사건종결하지 못하도록 하는 경우,2024-01-30 10:52:32.0,개별 의견이므로 참고만 하세요,2024-01-30 13:29:49.0,,,
신고사건(감독),직장 내 괴롭힘 신고자가 조사과정에서 진정요지를 계속 추가하며 사건종결하지 못하도록 하는 경우,2024-01-30 10:52:32.0,직장 내 괴롭힘 사건처리 방안에 대한 답변,2024-01-31 13:51:28.0,,,
신고사건(감독),간이대지급금 발급 가능 여부 질의,2024-01-30 14:49:31.0,개인의견입니다.,2024-01-30 14:58:36.0,2024-01-30 19:03:46.0,,"ㅁ 답변 빌려 의견 남깁니다.
 ㅇ 우선 '간이대지급금 발급' 보다는 '체불임금등 사업주확인서 발급'이 맞는 표현인 듯 합니다.
  - 간이대지급금은 감독관이 발급하는 서류가 아니고, 근로복지공단에서 지급하는 '금품'이므로...

 ㅇ 체불임금이 확정되었다면, 근로자가 사용자에 대한 처벌(불)원 여부를 확인하시고, 절차에 따라 사건 처리하시면 됩니다.

 ㅇ 체불임금등 사업주 확인서를 사용자의 요청따라 처리할 일은 아니라고 생각합니다."
신고사건(감독),"제3자가 근로감독관에게 피신고인의 개인정보(휴대폰번호, 주민번호 등) 제공시 법위반인지",2024-01-30 15:01:44.0,개별 의견이므로 참고만 하세요,2024-01-30 15:14:01.0,,,
신고사건(감독),"제3자가 근로감독관에게 피신고인의 개인정보(휴대폰번호, 주민번호 등) 제공시 법위반인지",2024-01-30 15:01:44.0,개인정보보호법 제18조,2024-01-30 18:30:09.0,,,
신고사건(감독),관공서 공휴일과 주휴,2024-01-30 15:22:12.0,의견,2024-01-30 15:30:33.0,,,
신고사건(감독),관공서 공휴일과 주휴,2024-01-30 15:22:12.0,개별 의견이므로 참고만 하세요,2024-01-30 16:28:04.0,2024-01-31 09:17:38.0,,"최근에 법률이 개정이 되어 대체공휴일이 늘어서 문제가 붉어지는 경우라고 생각합니다. 법이 개정되고 조정이 되기도 한다고 알고 있습니다. 행정해석이 달라진다거나, 다음개정에 참고사항이 된다거나 적어도 월요일을 주휴로 삼기보다는 화용일로 삼으라는 행정해석하나가 나오면 참 좋을텐데 다른 청에서도 동일하게 동시다발로 생기는 민원인거네요~"
신고사건(감독),관공서 공휴일과 주휴,2024-01-30 15:22:12.0,개별 의견이므로 참고만 하세요,2024-01-30 16:28:04.0,2024-01-31 08:51:28.0,,"물론 충분히 이해는 되지만 특수한 경우에 상대적으로 불리한 상황에 놓일 수 있다는 사정만으로 근로기준법을 적용할 수는 없는 것 아닌가요???

저희는 도서관 사서 공무직이며 노동조합도 있는 상황에서 단체협약에도 불구하고 불인정 조치하고 행정종결 한 바 있습니다. "
신고사건(감독),관공서 공휴일과 주휴,2024-01-30 15:22:12.0,개별 의견이므로 참고만 하세요,2024-01-30 16:28:04.0,2024-01-30 17:07:47.0,,"하지만, 제가 단기 근무를 하면서 다른 조는 수당을 온전히 받는데 월요일에 겹친다고 코로나로 인해서 대체공휴일이 늘면서 혜택을 못받는 조에 편성된다면 저도 억울할것 같았습니다.
"
신고사건(감독),관공서 공휴일과 주휴,2024-01-30 15:22:12.0,현행 법체계상 어쩔 수 없을 것으로 보입니다.,2024-01-31 10:03:16.0,2024-01-31 11:01:52.0,,네.. 저도 월요일이 비근무일인 민원인들의 항의성 전화를 대체공휴일 전후로 매번 받고 있습니다. 근로기준법 시행령 30조 제2항에서 '관공서의 공휴일에 관한 규정'을 그대로 따른다고 규정한 것이 문제이겠지요. 해당 문제를 해결하려면 시행령이 바뀌어야 할 것 같습니다.
신고사건(감독),관공서 공휴일과 주휴,2024-01-30 15:22:12.0,현행 법체계상 어쩔 수 없을 것으로 보입니다.,2024-01-31 10:03:16.0,2024-01-31 10:17:18.0,,"a조는 월(휴무)화(주휴) b조는 수(휴무)목(주휴) c조는 금(휴무)토(주휴)라고 한다면, 
노무사님 말씀에 따르면, a는 월요일이 주휴든 화요이리 주휴든 무조건 관공서공휴일 대체유급이 인정받기가 어렵다가 되겠네요~
근로자는 거기까지는 생각지 못하고(저는 결국 본인의 휴일과, 관공서공휴일이 겹쳤을경우를 따지게 된다면 본래대로 결국 대체휴일이 적용을 못시키는 것으로도 볼수 있지 않느냐(그렇게 해석하지는 않겠지만) 결국 생기지 않았을 대체휴일이므로 본인이 원래 억울할 일이 아니다라고 했으나, 

b와 c는 아무런 타격이 없습니다. 근무조중 휴일이 월화가 되는 조에 해당이 되면 무조건 관공서공휴일 대체휴일 적용이 안되게 되는 맹점입니다.
현시점에서 저희가 해드릴수 있는건 없지만, 그래도 무언가 대책이 생기는게 맞을것 같습니다. 그래서 작년에도 이런비슷한 전화를 한번 받았었고, 다른청에서도 질의가 생기는것 같습니다.

차라리 자신의 휴무날과 휴일이 관공서공휴일과 겹쳤을경우 일요일,토요일 요건이 아니라 대체공휴일을 적용하게 된다면 그나마 년이 바뀌면, 그해마다 랜덤하게 적용이 될텐데 문제는 대체공휴일이 월요일에 집중해서 생긴다는 점입니다 그리고, 대체공휴일이 눈에띄게 늘어났다는 점입니다."
신고사건(감독),피의자가 자신은 명의만 대표이지 실경영주는 따로 있다 하는 경우,2024-01-31 02:25:18.0,개별 의견이므로 참고만 하세요,2024-01-31 08:48:57.0,,,
신고사건(감독),피의자가 자신은 명의만 대표이지 실경영주는 따로 있다 하는 경우,2024-01-31 02:25:18.0,피의자 변경 관련,2024-01-31 10:00:54.0,,,
신고사건(감독),피의자가 자신은 명의만 대표이지 실경영주는 따로 있다 하는 경우,2024-01-31 02:25:18.0,개인의견입니다.,2024-01-31 13:27:45.0,,,
신고사건(감독),단체협약에 관한 해석(정기총회 유급휴일 인정여부),2024-01-31 11:11:15.0,의견,2024-01-31 11:37:42.0,,,
신고사건(감독),단체협약에 관한 해석(정기총회 유급휴일 인정여부),2024-01-31 11:11:15.0,의견 드립니다.,2024-01-31 16:44:52.0,,,
신고사건(감독),인력수급을 한 오야지.. 사용자로 보아야할까요,2024-02-01 14:00:23.0,근로자성 부정 의견입니다.,2024-02-01 14:39:39.0,,,
신고사건(감독),소정근로시간을 정하지 않은 경우 최저임금법 위반,2024-02-01 14:00:57.0,의견,2024-02-01 17:19:29.0,2024-02-05 14:46:54.0,,"다른 질문입니다. 
이런경우 간주근로제로 보고 휴게등을 고려해 볼 소지는 없는지요? 
근무시간 동안 사용종속관계로 지속적으로 관여할 수 없지만, 휴게를 안한다는건 말이 되지 않으므로 휴게를 법정시간만큼은 지켰다고 볼 소지가 있지 않은지요? 

그런 가능성을 염두해 두고 소정근로시간을 특정할수 없고, 근로시간이 정확하지 않은경우 그럴 가능성도 상담시에 내비칩니다. 그렇게 해도 되는것인지요? "
신고사건(감독),소정근로시간을 정하지 않은 경우 최저임금법 위반,2024-02-01 14:00:57.0,의견,2024-02-01 17:19:29.0,2024-02-02 08:59:05.0,,동의합니다!!
신고사건(감독),임금 반환 서약 효력 관련,2024-02-01 16:32:58.0,의견,2024-02-01 17:16:03.0,2024-02-05 14:24:34.0,,저도 사전 포기 약정으로 여겨집니다.
신고사건(감독),임금 반환 서약 효력 관련,2024-02-01 16:32:58.0,위약예정의 금지에 해당하는 것 같습니다,2024-02-01 21:13:04.0,,,
신고사건(감독),임금 반환 서약 효력 관련,2024-02-01 16:32:58.0,참고,2024-02-02 07:08:29.0,,,
신고사건(감독),체불임금 등 사업주확인서 발급시 사업주 인정 여부(간이대지급금 용도 관련),2024-02-02 11:16:23.0,.,2024-02-02 13:45:38.0,,,
신고사건(감독),dc형 가입자 체불금품 입력 질문드립니다.,2024-02-02 18:00:27.0,의견,2024-02-05 09:33:46.0,,,
신고사건(감독),연차사용촉진제도 질문,2024-02-05 14:42:46.0,의견,2024-02-05 15:20:42.0,,,
신고사건(감독),연차사용촉진제도 질문,2024-02-05 14:42:46.0,개별 의견이므로 참고만 하세요,2024-02-05 15:24:11.0,2024-02-05 16:57:52.0,,"질의자와 다른 직원입니다.
검색해 보았습니다. 

1~2년 사이에 회계년도로 변경시점에 미부여된 것에 대해서 정의를 내리고 있는듯 보였습니다.
차이가 나는 연차가 발생한 시점을 보면, 퇴직일 인근이므로, 회계년도와 입사일기준이 차이나는 이유를 고민해보니 입사일이 회계년도보다 앞서있는경우, 초반에 11개 또는 15개가 덜 부여되었고, 퇴사직전에 입사일기준이 지났으나 회계년도가 미도래 건으로 연차가 발생하지 않아 차이가 납니다. 근속이 오랜경우 25개 발생하는기준으로 볼때 12월초에 입사 다음년도 1.1일이 회계년도인경우 25개까지 차이가 발생합니다.

그래서 행정해석에서는 편의상 회계년도로 규정했으면, 입사일기준으로 재산정하여 불리하지 않도록 해석하고 있는것 같습니다.

그러므로 기준은 퇴직일시점 (미사용연차의 연차수당청구권발생)으로 보고 퇴직일 전월기준 시급적용하여 연차수당을 책정하는게 맞지 않을까 생각해보았습니다. 

중도퇴사자의 연차수당을 확인시에 촉진할 기간이 충족되지 않으면 수당으로 지급해야하며, 위와같이 차이가 나는경우 6개월이상 차이가 나기가 어렵고 사실상 촉진제를 운영한다고 하나, 촉진할 기간이 없습니다. 제대로 촉진되지 못한 연차는 수당으로 지급함으로 그렇게 처리하는게 맞지 않은지요"
신고사건(감독),연장근로수당 관련 문의드립니다.,2024-02-05 15:19:08.0,개별 의견이므로 참고만 하세요,2024-02-05 15:44:19.0,2024-02-06 09:38:14.0,,.
신고사건(감독),화물운송업 관할 관련입니다.,2024-02-05 20:30:15.0,개별 의견이므로 참고만 하세요,2024-02-06 07:06:59.0,2024-02-06 09:11:37.0,,같은 의견입니다~!^^
신고사건(감독),화물운송업 관할 관련입니다.,2024-02-05 20:30:15.0,이러한 경우는 피진정인 주소지인 A지역 또는 진정서가 처음 접수된 지청에서 처리하는 것이 바람직하다고 생각됩니다.,2024-02-09 09:43:53.0,,,
신고사건(감독),겸임금지 법 시행에 따른 자격수당 삭감,2024-02-06 10:22:33.0,개별 의견이므로 참고만 하세요,2024-02-06 13:21:58.0,2024-02-09 10:13:47.0,,답변의 취지가 타당하다는 의견입니다.
신고사건(감독),공제부금 미납 과태료 부과처분,2024-02-06 10:50:56.0,개별 의견이므로 참고만 하세요,2024-02-06 13:30:19.0,,,
신고사건(감독),공제부금 미납 과태료 부과처분,2024-02-06 10:50:56.0,의견,2024-02-06 19:55:44.0,,,
신고사건(감독),근로연속기간 산정,2024-02-06 10:51:52.0,개별 의견이므로 참고만 하세요,2024-02-06 13:03:28.0,2024-02-09 10:20:20.0,,답변 내용이 타당하다는 의견입니다.
신고사건(감독),격일제 근무자 주휴수당 발생여부 질문,2024-02-06 13:23:22.0,개별 의견이므로 참고만 하세요,2024-02-06 13:50:50.0,,,
신고사건(감독),일용근로자의 해고예고수당 등 쟁점 질문,2024-02-06 14:58:38.0,복잡해서 좀더 구체적 내용을 파악해야 답변이 가능할듯합니다.,2024-02-06 15:39:08.0,2024-02-09 10:42:59.0,,"위 답변 내용이 타당하다고 판단됩니다.

또한 인계받은 사건은 쟁점파악, 사건정리에 어려움이 있기 때문에 만약 여유가 되신다면, 기존 사건기록은 없는 것으로 가정하고 쟁점별로 다시 조사하는 것도 방법이 될 수 있습니다.
당사자가 반발하면 사건이 복잡하고 당사자들이 그동안 명확화하지 않는 부분이 있기 때문이라고 설명할 수 있겠습니다."
신고사건(감독),진정요지 중 일부만 먼저 범죄인지 후 체불임금등 사업주 확인서 발급,2024-02-07 14:39:05.0,개별 의견이므로 참고만 하세요,2024-02-07 15:13:20.0,,,
신고사건(감독),진정요지 중 일부만 먼저 범죄인지 후 체불임금등 사업주 확인서 발급,2024-02-07 14:39:05.0,"현 단계에서는 체불확인서 발급이 곤란하지만, 범죄인지 2번(먼저 인정된 부분, 추가 조사후 나중 인정될 부분)은 가능하다는 의견입니다.",2024-02-09 10:03:22.0,2024-02-13 11:08:27.0,,안녕하세요 위와는 조금 다른 내용인데 답변 내용을 보고 궁금한점이 있어 댓글남깁니다. 범죄인지 후 피신까지 받았을 경우 다른 사안에 대해 추가인지를 하면 피신을 또 받아야되나요? 사안에 따라 다르겠지만 궁금합니다..
신고사건(감독),진정요지 중 일부만 먼저 범죄인지 후 체불임금등 사업주 확인서 발급,2024-02-07 14:39:05.0,아래 답글 질문에 대한 답변입니다.,2024-02-13 15:53:26.0,,,
인·허가(감독),고용승계 된 사업장의 퇴직연금 처리방법 문의,2024-02-07 16:22:17.0,"1안 변경신고를 하는 것이 타당해 보이고, 노사누리 처리방법은 Help Desk 문의 또는 근로감독기획과 노사누리 전산담당께 문의해보시는 것이 좋겠습니다",2024-02-08 20:18:22.0,,,
신고사건(감독),퇴직금계산에 대해(직전 3개월 휴직 등),2024-02-08 09:51:03.0,휴직기간을 정확히 특정하는게 우선일 것 같습니다.,2024-02-08 10:13:44.0,,,
신고사건(감독),퇴직금계산에 대해(직전 3개월 휴직 등),2024-02-08 09:51:03.0,개별 의견이므로 참고만 하세요,2024-02-13 10:13:05.0,,,
신고사건(감독),일용 단시간 근로자 퇴직금 산정방식 문의,2024-02-08 11:08:26.0,"평균임금이 통상임금보다 적으면 통상임금으로 산정하도록 요구하는 것으로 보여, 사실관계가 맞다면 통상임금 산정액을 인정할 수 있다고 보입니다.",2024-02-08 20:39:05.0,2024-02-13 09:55:58.0,,"원칙적으로 위 의견에 동의합니다. 

다만, 개인적으로 평균임금 산정 관련하여 근본적이 해석의 변경이 필요한 것은 아닌지에 대하여 지금까지도 의구심을 가지고 있는데요...

최근 많은 사업장에서 임금의 구성항목을 일원화(상여금 기본급화, 기타수당 기본급화 등)하면서 사실상 기본급여가 월급(연장수당이 없는 것을 전제로 함)인 사업장이 상당수 존재합니다. 

이 경우, 그동안 근로시간의 단축(48시간-->44시간-->40시간)으로 인해 통상임금이 평균임금보다 항상 높게 산출됩니다.  가령 월급 6백만원 근로자의 경우 연봉72백만원이고, 평균임금으로 산출시 비슷하게 산출되지만 통상임금으로 산정시 월680만원 수준이고, 근속년수가 길수록 엄청난 차액이 발생되는 기현상 초래

법원 판결문으로 보아도 연간 평균적 개념을 도입하는 경우도 있는데 법을 그대로 문리해석에 따라 통상임금과 평균임금을 비교하여 통상임금보다 저액인 경우 그 통상임금을 평균임으로 하여 산출하는 부분에 대해서는 개인적으로는 여전히 의구심이 드는 지점입니다!!!솔직히 이러한 부분이 법원으로 이어져 확실한 판결문이 나와주기를 바랄뿐입닏다."
신고사건(감독),일용 단시간 근로자 퇴직금 산정방식 문의,2024-02-08 11:08:26.0,개인의견,2024-02-13 10:35:48.0,,,
신고사건(감독),일용 단시간 근로자 퇴직금 산정방식 문의,2024-02-08 11:08:26.0,광주지법목포지원217가단54938,2024-02-13 13:29:12.0,,,
신고사건(감독),대지급금 지원비용 청구관련입니다.,2024-02-08 13:27:03.0,노사누리 Help Desk 문의 또는 근로감독기획과 노사누리 전산담당께 문의해보시는 것이 좋겠습니다.,2024-02-08 19:39:55.0,,,
신고사건(감독),"진정인의 대리인이 가족, 지인 등도 가능한가요?",2024-02-13 11:01:17.0,가능은 하겠습니다만,2024-02-13 12:29:45.0,,,
신고사건(감독),"진정인의 대리인이 가족, 지인 등도 가능한가요?",2024-02-13 11:01:17.0,대리인의 자격에 제한이 없습니다.,2024-02-14 06:59:36.0,,,
신고사건(감독),"일용근로자(단시간) 해고예고수당, 퇴직금",2024-02-13 13:41:24.0,개별 의견이므로 참고만 하세요,2024-02-13 14:46:43.0,,,
신고사건(감독),기간제 근로자 해고예고수당 지급 대상 여부,2024-02-13 14:12:12.0,개별 의견이므로 참고만 하세요,2024-02-13 14:55:31.0,,,
신고사건(감독),기간제 근로자 해고예고수당 지급 대상 여부,2024-02-13 14:12:12.0,같은 의견입니다.,2024-02-14 07:39:30.0,,,
신고사건(감독),재진정사건 관할 관련 문의드립니다.,2024-02-13 15:08:49.0,개별 의견이므로 참고만 하세요,2024-02-13 15:53:42.0,2024-02-14 07:24:54.0,,"같은 의견입니다.
최근 사업장 소재지를 이전한 사건이 있어 관할 문제로 확인한 결과, 갑설이 타당한 것으로 해석하고 있다고 합니다.
펜션관리인으로서의 일반사건은 범죄발생 현장의 '사업장'을 관할하는 관서 소관이므로, 사업장 소재지 이전 시 관할도 변경된다고 하네요."
신고사건(감독),일당근로자 통상임금,2024-02-13 17:51:05.0,의견드립니다.,2024-02-14 07:36:49.0,,,
신고사건(감독),직장내 성희롱 예방교육 미실시 관련,2024-02-14 09:19:22.0,의견드립니다.,2024-02-14 12:47:17.0,,,
신고사건(감독),해고예고수당 발생 여부,2024-02-14 10:42:00.0,해고예고수당 지급이 맞는 것 같습니다.,2024-02-14 10:52:40.0,,,
신고사건(감독),근기법 제43조 적용 여부,2024-02-14 15:47:20.0,"재직자, 퇴직자 모두 적용 가능합니다.",2024-02-14 15:55:02.0,,,
신고사건(감독),근기법 제43조 적용 여부,2024-02-14 15:47:20.0,.,2024-02-14 16:12:17.0,,,
신고사건(감독),근기법 제43조 적용 여부,2024-02-14 15:47:20.0,가능합니다.,2024-02-14 16:19:22.0,,,
신고사건(감독),근기법 제43조 적용 여부,2024-02-14 15:47:20.0,참고하시기 바랍니다.,2024-02-14 16:22:31.0,,,
신고사건(감독),해고예고(30일) 충족 여부,2024-02-14 20:43:38.0,개별 의견이므로 참고만 하세요,2024-02-15 08:49:02.0,,,
신고사건(감독),해고예고(30일) 충족 여부,2024-02-14 20:43:38.0,개인의견입니다.,2024-02-15 09:21:59.0,,,
신고사건(감독),해고예고(30일) 충족 여부,2024-02-14 20:43:38.0,의견,2024-02-15 11:05:08.0,,,
신고사건(감독),"해고예고수당, 연차수당 산정을 위한 통상시급 산출 방법",2024-02-15 11:13:18.0,의견,2024-02-15 13:22:12.0,,,
신고사건(감독),"해고예고수당, 연차수당 산정을 위한 통상시급 산출 방법",2024-02-15 11:13:18.0,같은 취지 답변입니다.,2024-02-15 19:20:58.0,,,
신고사건(감독),1년 미만 연차발생일수 산정 기준,2024-02-15 11:19:54.0,의견,2024-02-15 13:12:55.0,,,
신고사건(감독),1년 미만 연차발생일수 산정 기준,2024-02-15 11:19:54.0,1안이 타당해 보입니다.,2024-02-15 18:27:58.0,,,
신고사건(감독),1년 미만 연차발생일수 산정 기준,2024-02-15 11:19:54.0,1안이 맞습니다.,2024-02-15 19:23:04.0,,,
신고사건(감독),퇴직금계산에 대해,2024-02-15 14:10:14.0,의견,2024-02-15 15:08:28.0,,,
신고사건(감독),퇴직금계산에 대해,2024-02-15 14:10:14.0,의견을 드립니다.,2024-02-15 19:30:22.0,,,
신고사건(감독),퇴직금계산에 대해,2024-02-15 14:10:14.0,답변을 드립니다.,2024-02-15 19:32:17.0,,,
신고사건(감독),직장 내 성희롱 예방교육 관련,2024-02-15 16:21:44.0,의견,2024-02-15 16:26:48.0,,,
신고사건(감독),직장 내 성희롱 예방교육 관련,2024-02-15 16:21:44.0,의견 드립니다.,2024-02-15 19:35:31.0,,,
신고사건(감독),신고사건 관할 (전국에서 근무를 한 경우),2024-02-15 19:57:31.0,B지역에서 진정인 조사를 한 이후 사건을 A지역으로 이송하는 것이 좋아 보입니다.,2024-02-15 20:43:44.0,,,
신고사건(감독),신고사건 관할 (전국에서 근무를 한 경우),2024-02-15 19:57:31.0,의견,2024-02-15 21:01:31.0,,,
신고사건(감독),신고사건 관할 (전국에서 근무를 한 경우),2024-02-15 19:57:31.0,의견 드립니다.,2024-02-18 03:29:04.0,,,
신고사건(감독),공사 근로자 금품 체불 특정 질문,2024-02-16 13:14:11.0,"오후 근로제공이 입증되면 기소의견 대상, 입증 안되면 불기소의견 대상입니다.",2024-02-16 19:23:47.0,,,
